game_name,id,game_genre,game_launch_date,purchase_date
TITANFALL,e17bd5d5b90e955056a2eb3d6b6c8cb25f3f723b,Shooter,,2016-10-14
NFS 2016,5de6a4b53042cc5ce62d95b288fc2cde98b19caa,Action,2015-11-03,2016-01-31
BATTLEFIELD 1,a231468035bb49edac6c333da3958668e02016f7,Shooter,2016-10-21,2016-11-07
TITANFALL,6f24ff0d026ad6a6571b02381c442ef50962bcb4,Shooter,,2016-10-13
FIFA 16,b876679a93f6b16bd025c6870309046cbbb5c528,Sports,2015-09-22,2015-10-13
BATTLEFIELD 1,a1439b82d50cd99f0e2c149812c97589a7257a94,Shooter,2016-10-21,2016-12-06
BATTLEFIELD HARDLINE,f2caa047bc314b4879b717d54a2ef2f20cf633c6,Shooter,2015-03-17,2016-06-18
FIFA 17,ee7e853b2a4f925300cf68b9fcad8589b7bb8f0d,Sports,2016-09-27,2017-04-21
FIFA 17,819576fc6352cffb30c36c5d8324624fa25f1eac,Sports,2016-09-27,2016-09-28
FIFA 16,7f1e6ab0735eae0377f11d9a7d2a00ddd6f847af,Sports,2015-09-22,2015-09-25
FIFA 16,6d0f30d29d05aaa61ecb501b6e6cdb079994dfa2,Sports,2015-09-22,2015-09-29
MASS EFFECT:  ANDROMEDA,43c3cdc46352e1431a43283265fd17ef3df08e63,Role Playing,2017-03-21,2017-03-21
PLANTS VS ZOMBIES GARDEN WARFARE 2,8a54c60ee6865a7ab29b5f7dedeb72e30c6c2c5b,Shooter,2016-02-23,2016-06-06
BATTLEFIELD 4,3adb1c0c0984fa3f54b16db294f1864b2ce139e8,Shooter,2013-10-29,2016-10-13
BATTLEFIELD 1,abcea430a8ccb08ef027554c8236a100c3dd4745,Shooter,2016-10-21,2017-01-02
NFS RIVALS (2014),ea038986d84d87b91d9a2f370866184672797d5a,Action,,2015-10-25
FIFA 16,0065ba6492b11683ab482dc35bb665cb94adcfb0,Sports,2015-09-22,2017-06-15
FIFA 15,e5fee64560204af28b1c9ff46648fe7fea310ac9,Sports,2014-09-23,2015-12-28
FIFA 16,6bcac4532cb16f902c53146f75a4add2f1a64674,Sports,2015-09-22,2016-02-18
FIFA 16,a2108b0e4ceaf95acaee386dc5ad901f068edc77,Sports,2015-09-22,2015-12-17
EA ACCESS,64816f3b9c1e951e1f59daa1791b51399d41f4f2,Other Games/Compilations,,2015-09-17
BATTLEFRONT,4cf292a6aba9bf1271687496e7a717cddd689d1f,Shooter,2015-11-17,2016-12-04
PLANTS VS ZOMBIES GARDEN WARFARE 2,36abbd95656ad70b4e574dfde7e85b6cba0d9bc8,Shooter,2016-02-23,2016-02-27
FIFA 17,5f02fe037c77a84ffbdf278beb6c51e98d5689d9,Sports,2016-09-27,2016-09-30
BATTLEFIELD HARDLINE,ec25460278c09c4c363f2bcc35fc2483b4cf9cf3,Shooter,2015-03-17,2015-10-23
BATTLEFRONT,4647be4a3b63c7031b899b1d9ca4df7e61bcef75,Shooter,2015-11-17,2016-01-04
BATTLEFIELD 1,a40971f6f56a8b245c51b4b6c3db5c1cdd75e9ea,Shooter,2016-10-21,2016-11-13
FIFA 17,ada19d86f9c71085f43e0f216cbf6a5078d50c59,Sports,2016-09-27,2017-06-12
FIFA 16,88c8d3a475e45a23a44de376ddfb798bc8d0aa1e,Sports,2015-09-22,2016-04-17
FIFA 15,7a0c460d04263a304052f1e20c7834553acd104b,Sports,2014-09-23,2015-10-24
NHL 16,280ada7d203931d888a9488ec1fa59c697a7d6eb,Sports,,2016-01-09
FIFA 17,0303fa54451ee15391c1258247176b339db99bc0,Sports,2016-09-27,2016-10-03
FIFA 16,05627511696f65c5658ec0a0d3d31b3755c62a79,Sports,2015-09-22,2015-09-24
FIFA 16,c8ea667dd75f2049814e584ead62e7c85e3cfd52,Sports,2015-09-22,2015-12-11
BATTLEFIELD HARDLINE,5b2589c5d46721372c7e7299e0a854dc8d894b09,Shooter,2015-03-17,2016-10-08
BATTLEFIELD 4,1b0dbbcfe91b2af531d40b898747152bed30ab07,Shooter,2013-10-29,2016-08-22
FIFA 15,ded8a4b65a3842be5cbc4c07c28bcef0a1881bf2,Sports,2014-09-23,2017-01-01
FIFA 17,b78c1d944135e1634f1678974e31a28a6c0ba4b4,Sports,2016-09-27,2016-12-07
TITANFALL,90e2d05b1828aba40794f5a58ae191364102480e,Shooter,,2016-10-14
UFC 2,fbe9a553cdf6170131c761f69e9d4a567cb53a8d,Fighting,2016-03-09,2017-08-30
MADDEN 17,73888410e21e8b733923093d39bb025b4b113861,Sports,2016-08-23,2017-02-18
FIFA 16,6b3c097611adbadeff8438137e0a9d86d57b68ac,Sports,2015-09-22,2016-04-02
EA ACCESS,ff531022e43973e706f399dd5b7e89faa4bf6feb,Other Games/Compilations,,2016-10-12
FIFA 17,b8d58a9e40ab91826f30aea10a95835ffce4bc90,Sports,2016-09-27,2016-12-06
FIFA 17,af624e65193937d62302217143461b4f27131f28,Sports,2016-09-27,2016-09-29
FIFA 17,3d6abac60216f1475aac131c07b7a0e77c5caf8d,Sports,2016-09-27,2017-07-30
MADDEN 17,60a57d18ec454f28354a7a2ec159403841a3552d,Sports,2016-08-23,2016-08-25
BATTLEFIELD 4,88d730a5352a7013c99740f3549470dce2a4347f,Shooter,2013-10-29,2016-06-20
FIFA 16,343bc68cd9d9156f5f50ab442d62966f80c2c010,Sports,2015-09-22,2015-12-06
FIFA 17,8cc7771985fb93fc92ceeb7ff828dbca91cb19c2,Sports,2016-09-27,2016-09-27
BATTLEFIELD 1,2f0c359819b9abcedeb455dece65a41819d7086e,Shooter,2016-10-21,2017-02-28
BATTLEFIELD 1,44d994fac2b3c56514e96e0881374079d8819ac9,Shooter,2016-10-21,2016-11-02
NFS 2016,62f01bf01555533704becfaee351fc5ee77d633f,Action,2015-11-03,2017-07-26
BATTLEFIELD 1,6b5c0f3829d30ebad010cda35786a27cf2a6173a,Shooter,2016-10-21,2016-10-22
BATTLEFIELD 4,4b75238a87fbc695b84c9be672dbad854151c9a8,Shooter,2013-10-29,2017-01-22
PGA TOUR GOLF 16,10e3433dc7456d6975465d40eb6893fa43c4c8fa,Sports,,2016-02-27
BATTLEFRONT,47d28892656d8a3043b6ad323afe8fc4e40567d8,Shooter,2015-11-17,2015-11-22
TITANFALL 2,9ebf0a6fd91e367e053af33083125cef462deb39,Shooter,2016-11-01,2017-08-01
NFS 2016,7ec3743a0df7b4162161fb6620c4b33093949966,Action,2015-11-03,2017-07-30
UFC,04f9aaf07ff023f3838f10bbc2901476d49e485d,Fighting,,2016-09-09
FIFA 15,b08befbc882fee4c93cecf5b66ac9c31e63247a1,Sports,2014-09-23,2015-10-12
EA ACCESS,78fe8ff5f82ae28241fd253f4d06389e6b4eba52,Other Games/Compilations,,2015-09-17
MADDEN 18,884cc6fb8de944dd496b1a74c6378d549a54cec1,Sports,2017-08-22,2017-08-22
MADDEN 18,810c095ebc79642aabb88478c952c7e9adf76be0,Sports,2017-08-22,2017-08-22
NFS 2016,47e60806ff78465a0cf9c2771c9c1f60e57d490c,Action,2015-11-03,2017-05-12
BATTLEFIELD 4,6800cafe5fa47b87abbe31c0f98540ff255af09b,Shooter,2013-10-29,2016-11-18
DRAGON AGE: INQUISITION,b2f2e80cef23b92667d622b63b8fc4b5a8344baa,Role Playing,,2016-02-18
FIFA 16,123c02d7e600704252d5d61e111b3118ecd2ccbf,Sports,2015-09-22,2015-09-29
FIFA 16,619d146492ea4b85ed2cb74de929b2a3dd2b33e5,Sports,2015-09-22,2015-09-22
FIFA 16,bd6cb3c386c4f13da73285cd25468734840d46ef,Sports,2015-09-22,2016-04-08
FIFA 17,789f282d62656156c403e80ac328d405eb54c8d1,Sports,2016-09-27,2016-11-04
BATTLEFIELD 1,9c0b1648a6b51d36e78211d6a2eee11353d91e45,Shooter,2016-10-21,2016-11-26
FIFA 16,5163d1eae4ed9038bc1550ac4bdaf43af29df057,Sports,2015-09-22,2016-11-02
NFS 2016,66d1d85f7014798ecaa1048650052bf62c95daf0,Action,2015-11-03,2017-06-10
NFS 2016,826d2a81198fa449f4e46e4406bfeee8e33e22e5,Action,2015-11-03,2017-06-17
FIFA 17,62bc06cd8f0357baa4bc884cbcf50b2fdb79faf2,Sports,2016-09-27,2016-09-29
BATTLEFIELD 4,f5ac5054a29bdf5d5755bcebf0f36b35ed114b26,Shooter,2013-10-29,2015-10-25
NFS 2016,76853dd4512f09130ba5260017361de1a2eeefa0,Action,2015-11-03,2016-07-16
BATTLEFRONT,290f396525f6f55579627fbf431947e88d61ee92,Shooter,2015-11-17,2015-12-16
FIFA 16,642df8770d85e45bfc5af0cc0fea6c3a578c1add,Sports,2015-09-22,2015-10-20
BATTLEFIELD HARDLINE,5af2a05c0771526d7813b6c1e35d2284059b2f57,Shooter,2015-03-17,2017-03-03
DRAGON AGE: INQUISITION,c3793971d7b08c0e94d55565d03450a8b65343f1,Role Playing,,2016-01-19
BATTLEFIELD 1,874bb1d07d0932e3060e2ba68e27fb03b79a1000,Shooter,2016-10-21,2017-06-03
BATTLEFRONT,c7a64a257035f4bd60b339498de76d3b116e9990,Shooter,2015-11-17,2016-12-30
FIFA 17,ecfe89bf5e7a38765b48e6d9973ef5076c427b5b,Sports,2016-09-27,2017-07-13
FIFA 16,7515f855392347f3fd37ccc832a8539590a4f1c0,Sports,2015-09-22,2015-09-25
PLANTS VS ZOMBIES GARDEN WARFARE 2,7ec179fd4fad24721613750b978b83d45c16f3a5,Shooter,2016-02-23,2016-09-19
FIFA 17,7cba83c590ae67876ca243d56dfdc6d205356524,Sports,2016-09-27,2017-07-09
MADDEN 16,fc61fdfd543ada2dd6b27218e9f0c0e744d120a0,Sports,,2016-02-24
BATTLEFRONT,a0c8064e8aea168538743f60b40a030630d6e5a8,Shooter,2015-11-17,2015-12-27
BATTLEFIELD 1,5e59fb2c6c5e7ef48e0b186ba06cc25d60788750,Shooter,2016-10-21,2017-01-31
MASS EFFECT:  ANDROMEDA,699fec27b9e09b190cfc4e2e709b35de61582bdc,Role Playing,2017-03-21,2017-05-17
FIFA 14,c4e9efc29a722cd483b2dab7014e2243b2b25f93,Sports,,2017-06-09
FIFA 17,15874bc0419a08b1156fbeef50b6bc314eba1cdc,Sports,2016-09-27,2016-10-02
BATTLEFIELD 1,a2653fee4b33b3ce61a1d10c5ac9ef002c5d926a,Shooter,2016-10-21,2017-01-25
NFS 2016,70ce705432d474aee8de4d17d16f61711061eb14,Action,2015-11-03,2016-04-09
FIFA 16,4369260e4a29e58e1db2902b13da0054388f136f,Sports,2015-09-22,2015-09-25
NHL 17,1c485ecbc8f93d13477f76e7a09b24f62bcaaae0,Sports,2016-09-13,2016-09-25
BATTLEFRONT,fc5661d423d4a566630818fada5f9f677fd1ccbe,Shooter,2015-11-17,2016-04-10
EA ACCESS,15258d751db1dda732d3aad744628f3dd47875a0,Other Games/Compilations,,2016-01-20
FIFA 16,ad9b9acf8a80b9002747ee95f802b37854e0c5c2,Sports,2015-09-22,2015-12-30
FIFA 16,10384ee67717e23d4847793429e49945b12ce8ec,Sports,2015-09-22,2016-01-14
EA ACCESS,953f85349ce678a71ca384fe131ad233d8e88a1d,Other Games/Compilations,,2016-09-22
FIFA 17,d769dadbb68079297f4da2051ce9889a4d35b930,Sports,2016-09-27,2017-05-29
FIFA 17,7ad0582b0d483c60b7274feaaab47345184c1e99,Sports,2016-09-27,2017-08-02
FIFA 17,ddc6559c08413cecc726997abfa190de13305dd0,Sports,2016-09-27,2017-03-26
FIFA 16,5de0b756bea6d613c85c6de79e81d5c5c434489e,Sports,2015-09-22,2015-10-27
UFC 2,155a40794d7b40a2daca258d6605d5a64037ff3c,Fighting,2016-03-09,2016-04-18
FIFA 16,122734612cd4b8391ed230db7f7c4e005c2f6f8a,Sports,2015-09-22,2015-11-30
NHL 16,639e79b009d4b66faaae36a81cd016e6bde5e76e,Sports,,2016-02-06
FIFA 17,59647310030d00904e6b2e824bbb6072ca46d923,Sports,2016-09-27,2016-12-25
FIFA 17,5e24ba11a2f01595fe07a610e775396181a6bea8,Sports,2016-09-27,2016-12-11
NFS 2016,69f89b4589657fed6aa5a3565d042b9c26ee5958,Action,2015-11-03,2015-12-30
MADDEN 18,6f8a8021eab9ef92940a1d132713c6d1683580fb,Sports,2017-08-22,2017-08-26
FIFA 17,c0bf38da163c48f3a7bc863736a4d4768e643d86,Sports,2016-09-27,2016-11-19
UFC 2,64ec7ca4f3e96df97a458a981e6321593b994535,Fighting,2016-03-09,2016-03-17
FIFA 17,6e3b5e6bad11a8833b51e955b74f7aa1ca031204,Sports,2016-09-27,2016-09-27
BATTLEFIELD 1,26bbc2263adbb436d40d13e1f7c45ff9171db17d,Shooter,2016-10-21,2017-01-21
BATTLEFIELD 1,ff8808cfc8067cb6c332775b07d443748346ae64,Shooter,2016-10-21,2016-11-30
FIFA 15,71b93a59710ac0ef211dc51435b108620086e476,Sports,2014-09-23,2017-05-13
FIFA 16,08f589ad4472859f4564040f6453e84cc0bb4092,Sports,2015-09-22,2015-09-30
BATTLEFRONT,84258d506109d2c175b76a38598103981c7c394d,Shooter,2015-11-17,2015-12-25
FIFA 16,5d0e5ac7de354556f783e9ee638aaf1bca47ddec,Sports,2015-09-22,2015-11-29
MIRRORS EDGE CATALYST,c0e4fba39e427ca01a85cdd6cbf7a93f9f1be9f0,Action,2016-06-01,2016-09-18
FIFA 16,3823858d694b08562e288b1726df0d8e1bb46c6b,Sports,2015-09-22,2016-04-08
FIFA 17,e30b5ec61a229552ffeb0e4d6d122e36fbb436cb,Sports,2016-09-27,2016-09-28
BATTLEFIELD 1,b5bdbb41a79be6491bb345be34d7125a1029be6a,Shooter,2016-10-21,2016-10-18
FIFA 16,8b0989e0fd2f34e7b6999c886caf8f9732751ae2,Sports,2015-09-22,2016-06-04
TITANFALL,240150f39c9cefd8de4bde7ae01c627e1b024fae,Shooter,,2016-10-13
BATTLEFIELD 1,76853dd4512f09130ba5260017361de1a2eeefa0,Shooter,2016-10-21,2016-10-21
FIFA 16,9257ecfd1c8a21cbb24cdd56fc9db5cd12ba5090,Sports,2015-09-22,2015-12-15
BATTLEFIELD 4,8fee60dbdfb0f4b30aba47e39dee0f22f18d46d6,Shooter,2013-10-29,2017-01-22
FIFA 16,69eb241c7bdbc3bbcc1e9eb0d4624e5fea0231ac,Sports,2015-09-22,2016-09-24
FIFA 17,01651e27ab48ea2080180dce517a0fc5a4cb5359,Sports,2016-09-27,2016-09-27
UFC 2,a0ce006e9e1670f60ba340d96c1cf9163068af3b,Fighting,2016-03-09,2017-04-07
MADDEN 17,36790f22d2d77c4661233ef1d284ff4beb410e5d,Sports,2016-08-23,2016-12-27
UFC 2,fbe7687cd1e88420e55633c9845d82cc2b6a8d56,Fighting,2016-03-09,2016-12-30
MADDEN 16,342c4b633d381d4fae95401700eea2bba22592ff,Sports,,2016-01-19
FIFA 17,496fd0e01fc2c04d058a2d1767c51a1226b2cb30,Sports,2016-09-27,2016-09-29
NFS 2016,f6ed48d22f1054750a50eb25574b5aff2580d6d5,Action,2015-11-03,2017-06-01
BATTLEFIELD 1,d77108878b06b77f7300e4567902bba952ef163a,Shooter,2016-10-21,2016-11-03
UFC 2,a7388f625ae9ff6c7fff984082b3402a72452178,Fighting,2016-03-09,2017-01-03
BATTLEFIELD 1,51fc7960561add644f5fb5c5b7b6c806acaaae20,Shooter,2016-10-21,2016-12-31
FIFA 16,d1aa5c361c521278dff7736e79f63bf83eda259b,Sports,2015-09-22,2015-12-26
BATTLEFRONT,298e369663f01750a509b2726e1fbb929d7bfaa3,Shooter,2015-11-17,2017-02-05
FIFA 16,17b9d0181f820c86c79a3ec71104b50872eaf67f,Sports,2015-09-22,2015-09-22
TITANFALL,32ce85935763a755e5977a74510f166f8de7e3d0,Shooter,,2016-10-18
MADDEN 16,aed6e0f36068e6e2fb0e6b2111b68521db47b79e,Sports,,2016-08-23
MADDEN 15,6b3c097611adbadeff8438137e0a9d86d57b68ac,Sports,,2016-01-24
BATTLEFIELD 1,1987f8c97b3d0a435c961fc1290ce7596777b1af,Shooter,2016-10-21,2016-11-29
UFC 2,b9e3f066b8e000919f0a323168f37157353a27f4,Fighting,2016-03-09,2017-01-13
FIFA 16,a1e2a442e8346d58961dd3d371364d1576bb82c2,Sports,2015-09-22,2015-10-03
FIFA 16,61b6d06ceb2db69b698529621fe42c4e6e72999b,Sports,2015-09-22,2016-01-27
FIFA 16,b5f762899570b482b3ea7a36d3c51cf608339659,Sports,2015-09-22,2016-01-15
FIFA 17,a76b86e7b3f72e3e3e43a1ea42415dd6e14236e4,Sports,2016-09-27,2016-11-08
MADDEN 16,5ed32f126f751a286f33bb7986e9d382abc70b18,Sports,,2016-06-20
UFC 2,e87c7586f360ecf65f912793ec7f627d12c7ca2b,Fighting,2016-03-09,2017-08-11
MASS EFFECT:  ANDROMEDA,648ac4bd7494829fc9bfe37925b570abb3c234a1,Role Playing,2017-03-21,2017-03-23
EA ACCESS,94680edd7575b7f733fc33ab5d0465c798bec071,Other Games/Compilations,,2015-12-11
MADDEN 16,eb7b16f7bfd86895e0888c8550fc73ae67a123b6,Sports,,2016-05-01
PLANTS VS ZOMBIES GARDEN WARFARE,ae3eea2690d53ac92e1590488fd3d6919c726753,Shooter,,2016-08-13
MADDEN 16,621df49551cae0c331076dde2ca5ef872c7ae829,Sports,,2015-12-26
FIFA 17,1f6aceae4d8a230156e99a1c176169bab63ee572,Sports,2016-09-27,2017-04-14
FIFA 17,459ccadb04b49118d6f6919f6ee8265c9f5f4c28,Sports,2016-09-27,2016-10-27
FIFA 16,4782527c5e6e38a61d13cb0fa0b63bf1fb41234a,Sports,2015-09-22,2016-02-07
FIFA 16,638429923b3abee92cea8d0514933729b894b0c8,Sports,2015-09-22,2016-01-17
FIFA 16,17729a5aae54f2acf1f70764337bc023aa9cbd11,Sports,2015-09-22,2015-12-12
PLANTS VS ZOMBIES GARDEN WARFARE 2,22c7be45a5e7c1decb09a3b294af132f99bf84ff,Shooter,2016-02-23,2016-03-23
FIFA 16,64a6efd2778ac9d79bc57467048bc12aa5b27a82,Sports,2015-09-22,2016-06-05
BATTLEFRONT,7633e15da8dff1df28c50bd8a5b6a149526faabd,Shooter,2015-11-17,2015-12-10
FIFA 16,1e5c8f814de3fae3c8aca9a6653343857faf9034,Sports,2015-09-22,2015-09-22
FIFA 17,17d4fcafd13782a529f042dc69aa182b989cf233,Sports,2016-09-27,2017-04-22
FIFA 16,a489da1fa5bc5c28ffae39865f8056ff1d681c6b,Sports,2015-09-22,2016-04-09
UFC 2,5ff48d9ff286819169b35a13373a75194d019d9e,Fighting,2016-03-09,2016-09-15
BATTLEFRONT,f2bc737f2a1ccf845c469c75df1102c538137130,Shooter,2015-11-17,2015-12-26
FIFA 16,f634ca82bb39c56eb6bcf22fedb4c7aa8be2f90c,Sports,2015-09-22,2016-04-18
FIFA 16,0fb7994ff9f36ce499a8c237c9b427e14851d763,Sports,2015-09-22,2016-02-17
TITANFALL 2,0d8d3dd164be969511664fa88b4126d7d2f8edc4,Shooter,2016-11-01,2017-08-27
FIFA 16,89a0cd63533089a1e24361a8ad19cbc0a4d7e93e,Sports,2015-09-22,2015-09-26
TITANFALL 2,8b43867884e9fe2b5d3b513c8e20a4c2f9ad0e90,Shooter,2016-11-01,2017-01-04
FIFA 17,6cb79f7617b30b596d1e151cdd04e0c88219af89,Sports,2016-09-27,2017-07-04
BATTLEFIELD 1,b5955237a4d5bb26d9e56f7db997b69adf2b02c2,Shooter,2016-10-21,2016-10-22
NFS 2016,1e837f25bb823452d9b1de5625b6d6f11c7a9308,Action,2015-11-03,2016-09-04
FIFA 16,dd73b43f3f524f9bc57896306fba4ddda511496c,Sports,2015-09-22,2015-10-18
UFC 2,223fdb144d534e4e53c17ea358504f0bf79f837d,Fighting,2016-03-09,2017-01-24
FIFA 17,711150a9e3c6f05cad7b1e5cd47fd949cbe276b8,Sports,2016-09-27,2017-01-07
NFS RIVALS (2014),df0a5508a37f2c7e5b2f2ff10b5c1a18823575ae,Action,,2015-11-03
FIFA 17,d581a610c5c46469e6f852c9489a36adb0714389,Sports,2016-09-27,2016-10-03
BATTLEFIELD 4,5b2589c5d46721372c7e7299e0a854dc8d894b09,Shooter,2013-10-29,2016-10-08
BATTLEFIELD 1,40f5565f76a664be92f14e4e44217928f69a5f3c,Shooter,2016-10-21,2016-11-06
BATTLEFIELD 1,df75c608373d1e59c510a3746b0c06d86a4e05cb,Shooter,2016-10-21,2016-12-21
BATTLEFRONT,f6423dc3f0e28c325d1382368c63226f04ca3af0,Shooter,2015-11-17,2016-12-29
MASS EFFECT:  ANDROMEDA,5a41a7cbc53c76da17ba736682d4710c7427a57e,Role Playing,2017-03-21,2017-05-21
MADDEN 17,ddd1cf452738b4d4f45fcc67a0d8fd215c7b28e4,Sports,2016-08-23,2016-09-11
FIFA 17,c5a50228689dab9571bfe27dd5f7a7aa2e3e73cf,Sports,2016-09-27,2017-05-22
UFC 2,6a6eb2818fb06cc75ffa1b95b90cb5f8c7b3ee0f,Fighting,2016-03-09,2016-12-26
FIFA 17,201a5b0e3a81c2ffe233aaa348095eb3137033a3,Sports,2016-09-27,2016-11-12
FIFA 17,8c131c5fb2d52cdb57d2480a236e5badb3442d96,Sports,2016-09-27,2016-12-10
FIFA 16,462b6333adc6168bb688f0cee9901cda294c1b6e,Sports,2015-09-22,2016-06-10
BATTLEFIELD HARDLINE,625aa8f19fde9144e8a010a60e5a3d061d531792,Shooter,2015-03-17,2016-06-29
EA ACCESS,8aec7d8fda86aa9ac6c8ff1431363e7339f84899,Other Games/Compilations,,2016-09-27
EA ACCESS,19bd73d2cbe732220a733966f85b95c4d1719d50,Other Games/Compilations,,2016-06-13
FIFA 17,9c0b1648a6b51d36e78211d6a2eee11353d91e45,Sports,2016-09-27,2016-10-07
TITANFALL 2,75286aeeaf08b22bfd6bc80bdde73f2404ec585b,Shooter,2016-11-01,2017-07-16
BATTLEFIELD HARDLINE,75b1a5be2c015a611778c2f0165c708107855c98,Shooter,2015-03-17,2017-01-08
FIFA 16,7c43d110ee2828f679751e9ab669fbdefdda9fca,Sports,2015-09-22,2016-08-07
MADDEN 18,122734612cd4b8391ed230db7f7c4e005c2f6f8a,Sports,2017-08-22,2017-08-22
BATTLEFIELD HARDLINE,93fa45d543b3448843155bbd31d588e4f2c7d973,Shooter,2015-03-17,2017-05-11
TITANFALL 2,51a1ff911b71a533196dc2f4b801bf62b2e6f9b7,Shooter,2016-11-01,2017-01-30
FIFA 16,2d0821f59c6676286011d490cdbcf86345faa7d4,Sports,2015-09-22,2015-09-29
UFC 2,554d13ddbede01257eb6c1e887b3acd0620b7d76,Fighting,2016-03-09,2017-08-26
FIFA 16,fe8d88240b4c30305680c891413b9fe3a2e15eac,Sports,2015-09-22,2015-10-18
TITANFALL 2,33286ce254557541683409f02b850f5acd786b06,Shooter,2016-11-01,2016-11-05
DRAGON AGE: INQUISITION,4463779dcf49537152d4592713e456e72c8a5c3c,Role Playing,,2017-05-28
NFS 2016,09c0bb7ee1c509348481a8ea9e88d4c0d0cae3c0,Action,2015-11-03,2017-08-24
FIFA 16,bd6dd6eff684ee39f5963abb141980cea037f7d7,Sports,2015-09-22,2015-10-21
NFS 2016,0fa360cd58e41ff0f7fc9a277f3a2248e312a52e,Action,2015-11-03,2015-11-04
TITANFALL,d0e47b8fa0d953a01d170847775fcd6b429455a2,Shooter,,2016-10-13
FIFA 16,4444c9f01431e35f2c0e38d1c2065ed26bbc0d83,Sports,2015-09-22,2015-09-24
BATTLEFIELD 1,d4b0705b21739a81b8f065207846cc6a3c9d354d,Shooter,2016-10-21,2016-10-21
FIFA 16,5fbbb80d3858839713397f22bc9516c5d1aa0702,Sports,2015-09-22,2015-10-12
FIFA 17,74c0fb0faeb4529a4d5f9233ddc8919fad01f16e,Sports,2016-09-27,2016-09-28
FIFA 16,c5a50228689dab9571bfe27dd5f7a7aa2e3e73cf,Sports,2015-09-22,2017-04-08
UFC,79215976f0c3e05ebf263d42208be1aef2567a56,Fighting,,2015-09-26
FIFA 17,123700166ee15589481dfc5df9f538eeef3d42f5,Sports,2016-09-27,2016-09-28
FIFA 16,0a75df85f77ad6f07ca20c354ff58af4ce0855af,Sports,2015-09-22,2016-03-27
FIFA 16,040b011cc3cce7be6454f01cecfded6ae4e4706f,Sports,2015-09-22,2015-12-29
NFS 2016,0f9f8be9798ec5f1d30ed86ee55da2c46ead56e8,Action,2015-11-03,2016-01-15
MADDEN 17,b011020dae24017de9e587b4deb2cd4574bce033,Sports,2016-08-23,2017-08-02
TITANFALL,0ffc3e966d7247c05bfcd687b9ac08c52b0f9946,Shooter,,2016-10-14
FIFA 16,2e3135958d0a9984fafdd04677cfe17835df2120,Sports,2015-09-22,2015-10-16
FIFA 17,52d6852e154ec9bdeff2b3e0e29f335e9e60f391,Sports,2016-09-27,2016-10-01
FIFA 17,397fec7b43086a4a76789e4ff027bdcfe52910d2,Sports,2016-09-27,2017-03-04
EA ACCESS,1c2e785a8c40573a1b26b117c7f69ca0fac82649,Other Games/Compilations,,2016-12-17
FIFA 15,b0a66cae75da2305056c393534a8a87db35b6d61,Sports,2014-09-23,2015-10-01
BATTLEFIELD 1,6b3c097611adbadeff8438137e0a9d86d57b68ac,Shooter,2016-10-21,2016-12-27
BATTLEFRONT,6262639902927609b9c30843827d72338c3cc50a,Shooter,2015-11-17,2017-07-28
MADDEN 17,e53ce695d61dcecd41b7fcd7ccb9d9eb211c8cfc,Sports,2016-08-23,2016-12-31
FIFA 17,2722bca598afd5bcb298181d88325209c9a00f08,Sports,2016-09-27,2017-03-07
MADDEN 16,1f1386e562a824310c2a7239ff9cb09e15db234a,Sports,,2015-09-22
BATTLEFIELD 4,712762766787574c197bc5dc79e15c4da6787e21,Shooter,2013-10-29,2016-03-18
BATTLEFIELD 4,b716ceed05ca07ce9f9c267f5ccb8b8fb1d6895f,Shooter,2013-10-29,2016-03-28
BATTLEFIELD 1,854e9610666b4ebaec3bf40ab2b313e95e105fc8,Shooter,2016-10-21,2016-10-30
MADDEN 18,76bfc74035fbae7bd69088cc6fe280d491d85c85,Sports,2017-08-22,2017-08-28
FIFA 17,46fdc5c665948f96ad3ac62a997a1d7c36ac6ad1,Sports,2016-09-27,2016-09-29
FIFA 17,39082d94cec53d15f9561b681c8546dc723606d5,Sports,2016-09-27,2016-10-30
BATTLEFRONT,d0bb4e242aef16fe6f6a8e5b82c380c69b26f986,Shooter,2015-11-17,2016-09-17
PGA TOUR GOLF 16,7ba520ea207800ec05aa1a953c2acb3fac3ee365,Sports,,2016-10-17
NHL 16,e88ee413b5649f306b0b2b41f09f4b800f1a175e,Sports,,2015-09-16
PLANTS VS ZOMBIES GARDEN WARFARE 2,6fd1719e054e344fa172a3f788a71523ced88083,Shooter,2016-02-23,2016-05-15
UFC 2,5d243919e1eb2571fc1c7be69c81091b044a09e5,Fighting,2016-03-09,2017-04-16
FIFA 17,077061be4b1cf6a836d9255534284b4f2c83d4a5,Sports,2016-09-27,2016-09-30
FIFA 16,d77108878b06b77f7300e4567902bba952ef163a,Sports,2015-09-22,2015-09-27
FIFA 17,8574456519f609b11ba3429a0f52e955310811d1,Sports,2016-09-27,2016-09-27
BATTLEFIELD 1,b6d59dc9422040b3c351b1d14564aa679caa08ac,Shooter,2016-10-21,2016-10-21
FIFA 16,4d9ff97e06abb6d816b5911f49005600fcca7fbe,Sports,2015-09-22,2015-09-22
UFC 2,40e02b637d19a527b217ffbcb9bf79b6247571d9,Fighting,2016-03-09,2016-11-23
MADDEN 16,eabc1ed434cf0fe17eb2d73a352aa1b9c84ba2b2,Sports,,2015-12-21
BATTLEFIELD 1,e65297e64436c58b1f9b178f671f12205a755bda,Shooter,2016-10-21,2016-12-31
